transaction_id,vendor_id,department,region,procurement_method,contract_amount,invoice_amount,claimed_units,verified_units,number_of_bidders,tender_duration_days,has_checker,has_approver,coi_declared,past_complaints_12m,variation_order_count,variation_order_amount,late_delivery_days,duplicate_invoice_flag,round_amount_flag,split_purchase_flag,invoice_contract_ratio,invoice_contract_variance,claim_variance_units,claim_variance_pct,direct_award_flag,emergency_procurement_flag,single_bidder_flag,short_tender_flag,missing_checker_flag,missing_approver_flag,complaint_flag,vo_amount_ratio,late_delivery_flag,risk_score,risk_level,review_required
TXN-000358,VEND-0120,Procurement,Northern,Panel Vendor,7030.9,5961.21,72,72,8,44,1,1,0,0,0,0.0,6,0,0,0,0.8479,-1069.69,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000359,VEND-0009,Operations,Central,Open Tender,15192.77,21459.45,181,181,1,49,1,1,0,0,0,0.0,33,0,0,0,1.4125,6266.68,0,0.0,0,0,1,0,0,0,0,0.0,1,50,High,Yes
TXN-000360,VEND-0056,Procurement,Central,Open Tender,56447.33,44316.33,265,265,5,26,1,1,0,0,4,25921.19,14,1,0,0,0.7851,-12131.0,0,0.0,0,0,0,0,0,0,0,0.4592,0,45,Medium,No
TXN-000361,VEND-0049,Operations,Central,Emergency Procurement,25355.22,18000.0,115,115,1,4,1,1,0,0,0,0.0,11,0,1,0,0.7099,-7355.22,0,0.0,0,1,1,1,0,0,0,0.0,0,35,Medium,No
TXN-000362,VEND-0066,Project Management,Central,Open Tender,46501.4,41110.32,22,22,3,53,1,1,0,0,1,8204.57,3,0,0,0,0.8841,-5391.08,0,0.0,0,0,0,0,0,0,0,0.1764,0,0,Low,No
TXN-000363,VEND-0026,Facilities,Central,Panel Vendor,12463.31,12286.43,396,396,4,28,1,1,0,0,0,0.0,12,0,0,0,0.9858,-176.88,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000364,VEND-0065,Procurement,Sabah,Open Tender,8801.53,7086.69,349,349,2,24,1,1,0,1,2,3255.68,19,0,0,0,0.8052,-1714.84,0,0.0,0,0,0,0,0,0,1,0.3699,1,25,Medium,No
TXN-000365,VEND-0118,Operations,Southern,Open Tender,30631.71,25315.28,424,424,7,44,1,1,0,0,2,4927.39,7,0,0,0,0.8264,-5316.43,0,0.0,0,0,0,0,0,0,0,0.1609,0,0,Low,No
TXN-000366,VEND-0025,Operations,Central,Open Tender,10165.78,7531.81,249,249,8,5,1,1,0,0,1,1242.1,69,1,0,0,0.7409,-2633.97,0,0.0,0,0,0,1,0,0,0,0.1222,1,45,Medium,No
TXN-000367,VEND-0044,Finance,Southern,RFQ,19667.08,21956.6,289,289,6,14,1,1,0,0,0,0.0,36,0,0,0,1.1164,2289.52,0,0.0,0,0,0,0,0,0,0,0.0,1,30,Medium,No
TXN-000368,VEND-0086,Operations,Southern,Open Tender,166970.91,122347.86,298,298,8,15,1,1,0,3,0,0.0,13,0,0,1,0.7327,-44623.05,0,0.0,0,0,0,0,0,0,1,0.0,0,40,Medium,No
TXN-000369,VEND-0055,Corporate Services,East Coast,RFQ,21430.52,23000.0,345,337,2,2,1,1,0,1,0,0.0,46,0,1,0,1.0732,1569.48,8,0.0237,0,0,0,1,0,0,1,0.0,1,75,Critical,Yes
TXN-000370,VEND-0053,Project Management,Sabah,RFQ,37904.91,31688.33,127,127,8,9,0,1,0,0,1,6706.28,23,1,0,0,0.836,-6216.58,0,0.0,0,0,0,0,1,0,0,0.1769,1,45,Medium,No
TXN-000371,VEND-0055,Facilities,Northern,Open Tender,39957.72,30296.97,431,431,4,51,1,1,0,0,6,5462.09,2,0,0,0,0.7582,-9660.75,0,0.0,0,0,0,0,0,0,0,0.1367,0,10,Low,No
TXN-000372,VEND-0004,IT,Sarawak,Open Tender,15024.99,12863.96,31,31,4,30,1,1,0,1,1,5659.36,7,0,0,0,0.8562,-2161.03,0,0.0,0,0,0,0,0,0,1,0.3767,0,20,Low,No
TXN-000373,VEND-0108,Project Management,Southern,Panel Vendor,12398.08,11633.17,368,368,1,30,1,1,0,0,0,0.0,6,0,0,0,0.9383,-764.91,0,0.0,0,0,1,0,0,0,0,0.0,0,10,Low,No
TXN-000374,VEND-0036,Procurement,East Coast,Open Tender,12351.96,11000.0,312,312,7,44,1,1,1,0,0,0.0,1,0,1,0,0.8905,-1351.96,0,0.0,0,0,0,0,0,0,0,0.0,0,25,Medium,No
TXN-000375,VEND-0086,Project Management,Sabah,Open Tender,70210.87,52683.63,238,238,3,51,1,1,0,0,1,11995.85,12,0,0,0,0.7504,-17527.24,0,0.0,0,0,0,0,0,0,0,0.1709,0,0,Low,No
TXN-000376,VEND-0067,Operations,Sabah,Panel Vendor,71789.63,60742.3,306,306,8,37,1,1,0,0,0,0.0,7,0,0,0,0.8461,-11047.33,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000377,VEND-0029,Operations,Sabah,RFQ,13115.27,10368.6,45,45,8,7,1,1,0,0,0,0.0,10,0,0,0,0.7906,-2746.67,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000378,VEND-0097,Procurement,Southern,Open Tender,35518.72,25850.47,401,401,2,34,0,1,0,0,0,0.0,4,0,0,0,0.7278,-9668.25,0,0.0,0,0,0,0,1,0,0,0.0,0,15,Low,No
TXN-000379,VEND-0066,IT,Northern,RFQ,58312.21,44585.32,479,479,1,18,1,1,0,0,3,8589.52,6,0,0,0,0.7646,-13726.89,0,0.0,0,0,1,0,0,0,0,0.1473,0,20,Low,No
TXN-000380,VEND-0075,Procurement,East Coast,Panel Vendor,69539.31,64817.33,125,125,4,19,1,1,0,0,0,0.0,7,0,0,0,0.9321,-4721.98,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000381,VEND-0001,IT,Central,Panel Vendor,46120.44,56971.51,80,70,8,49,0,0,0,6,1,5820.67,11,0,0,1,1.2353,10851.07,10,0.1429,0,0,0,0,1,1,1,0.1262,0,100,Critical,Yes
TXN-000382,VEND-0059,Procurement,Central,Direct Award,63520.64,49000.0,276,250,1,7,1,1,0,0,1,10168.73,10,0,1,1,0.7714,-14520.64,26,0.104,1,0,1,0,0,0,0,0.1601,0,65,High,Yes
TXN-000383,VEND-0008,IT,Southern,Open Tender,50844.24,70895.0,419,419,4,43,1,0,0,0,2,8064.91,13,0,0,0,1.3944,20050.76,0,0.0,0,0,0,0,0,1,0,0.1586,0,50,High,Yes
TXN-000384,VEND-0023,Operations,Southern,Open Tender,39095.0,40078.04,377,377,5,43,1,1,0,0,2,12365.19,14,0,0,0,1.0251,983.04,0,0.0,0,0,0,0,0,0,0,0.3163,0,30,Medium,No
TXN-000385,VEND-0066,Project Management,Northern,Panel Vendor,33449.31,32000.0,588,387,2,60,1,1,0,0,0,0.0,41,0,1,0,0.9567,-1449.31,201,0.5194,0,0,0,0,0,0,0,0.0,1,45,Medium,No
TXN-000386,VEND-0076,Facilities,Southern,RFQ,10106.95,11709.45,249,249,4,17,0,1,0,0,0,0.0,6,0,0,0,1.1586,1602.5,0,0.0,0,0,0,0,1,0,0,0.0,0,35,Medium,No
TXN-000387,VEND-0095,Project Management,Southern,RFQ,50436.22,38395.66,404,404,7,11,1,1,0,0,0,0.0,5,0,0,0,0.7613,-12040.56,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000388,VEND-0007,Finance,Central,Direct Award,21215.66,17000.0,43,43,1,10,0,1,0,0,1,8698.19,13,0,1,0,0.8013,-4215.66,0,0.0,1,0,1,0,1,0,0,0.41,0,50,High,Yes
TXN-000389,VEND-0051,IT,Sabah,RFQ,26797.63,35823.26,147,132,2,6,1,1,0,0,1,2657.97,5,0,0,0,1.3368,9025.63,15,0.1136,0,0,0,1,0,0,0,0.0992,0,60,High,Yes
TXN-000390,VEND-0013,Procurement,Northern,Panel Vendor,28419.09,26212.74,512,338,1,42,0,1,1,0,6,9572.61,64,0,0,0,0.9224,-2206.35,174,0.5148,0,0,1,0,1,0,0,0.3368,1,100,Critical,Yes
TXN-000391,VEND-0057,Project Management,Central,Open Tender,19341.77,22310.42,318,278,1,42,1,0,0,0,0,0.0,4,0,0,0,1.1535,2968.65,40,0.1439,0,0,1,0,0,1,0,0.0,0,70,High,Yes
TXN-000392,VEND-0115,Project Management,Central,Panel Vendor,5403.6,4130.8,193,193,5,34,1,1,0,2,0,0.0,3,0,0,0,0.7645,-1272.8,0,0.0,0,0,0,0,0,0,1,0.0,0,10,Low,No
TXN-000393,VEND-0065,Facilities,Sarawak,Open Tender,12902.79,11396.11,44,39,6,3,1,1,0,0,3,998.32,20,0,0,0,0.8832,-1506.68,5,0.1282,0,0,0,1,0,0,0,0.0774,1,45,Medium,No
TXN-000394,VEND-0103,Facilities,Central,Open Tender,94664.94,77234.58,367,367,8,46,1,1,0,0,0,0.0,15,0,0,0,0.8159,-17430.36,0,0.0,0,0,0,0,0,0,0,0.0,1,5,Low,No
TXN-000395,VEND-0105,Project Management,Sarawak,Direct Award,8311.62,7318.31,253,253,1,9,1,1,0,0,0,0.0,16,0,0,0,0.8805,-993.31,0,0.0,1,0,1,0,0,0,0,0.0,1,25,Medium,No
TXN-000396,VEND-0091,Procurement,Northern,Emergency Procurement,13350.92,11167.63,185,185,1,3,1,0,0,0,0,0.0,15,0,0,0,0.8365,-2183.29,0,0.0,0,1,1,1,0,1,0,0.0,1,55,High,Yes
TXN-000397,VEND-0022,IT,Northern,RFQ,2920.77,2149.98,289,240,1,18,1,1,0,0,0,0.0,11,0,0,0,0.7361,-770.79,49,0.2042,0,0,1,0,0,0,0,0.0,0,30,Medium,No
TXN-000398,VEND-0046,Project Management,Sarawak,Emergency Procurement,37905.5,32000.0,269,269,1,4,1,1,0,4,0,0.0,0,0,1,0,0.8442,-5905.5,0,0.0,0,1,1,1,0,0,1,0.0,0,55,High,Yes
TXN-000399,VEND-0118,Facilities,Sarawak,Open Tender,26538.42,26000.0,4,3,3,1,1,1,0,0,4,958.85,27,1,1,0,0.9797,-538.42,1,0.3333,0,0,0,1,0,0,0,0.0361,1,85,Critical,Yes
TXN-000400,VEND-0086,Operations,Central,Open Tender,47813.86,37333.19,99,99,4,58,1,1,0,0,0,0.0,11,0,0,0,0.7808,-10480.67,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000401,VEND-0008,Finance,Northern,Open Tender,8094.17,6500.0,492,492,5,38,1,1,0,0,0,0.0,10,0,1,0,0.803,-1594.17,0,0.0,0,0,0,0,0,0,0,0.0,0,5,Low,No
TXN-000402,VEND-0015,Project Management,Northern,Open Tender,25357.58,23302.4,356,356,5,6,1,1,0,0,0,0.0,3,0,0,0,0.919,-2055.18,0,0.0,0,0,0,1,0,0,0,0.0,0,10,Low,No
TXN-000403,VEND-0033,Facilities,East Coast,Open Tender,7178.82,7100.0,218,218,6,51,1,1,0,0,1,1128.31,10,0,1,0,0.989,-78.82,0,0.0,0,0,0,0,0,0,0,0.1572,0,5,Low,No
TXN-000404,VEND-0092,Operations,Southern,Panel Vendor,64155.76,49000.0,234,234,8,15,1,1,0,0,1,1773.94,21,1,1,0,0.7638,-15155.76,0,0.0,0,0,0,0,0,0,0,0.0277,1,35,Medium,No
TXN-000405,VEND-0052,Facilities,Central,RFQ,6266.48,5281.73,62,50,4,15,1,1,1,0,0,0.0,8,0,0,0,0.8429,-984.75,12,0.24,0,0,0,0,0,0,0,0.0,0,40,Medium,No
TXN-000406,VEND-0087,Procurement,Sabah,Open Tender,70071.55,56836.07,421,421,3,33,1,1,0,0,2,3666.98,11,0,0,1,0.8111,-13235.48,0,0.0,0,0,0,0,0,0,0,0.0523,0,20,Low,No
TXN-000407,VEND-0083,Facilities,Southern,Direct Award,12792.48,11000.0,212,137,3,5,1,1,1,0,5,1139.85,0,0,1,0,0.8599,-1792.48,75,0.5474,1,0,0,1,0,0,0,0.0891,0,85,Critical,Yes
TXN-000408,VEND-0102,IT,Southern,RFQ,56963.03,55781.59,331,331,5,13,1,1,0,0,1,20468.38,2,0,0,0,0.9793,-1181.44,0,0.0,0,0,0,0,0,0,0,0.3593,0,10,Low,No
TXN-000409,VEND-0085,Procurement,Sarawak,Open Tender,23107.19,18000.0,378,355,6,60,1,1,0,0,0,0.0,18,0,1,1,0.779,-5107.19,23,0.0648,0,0,0,0,0,0,0,0.0,1,50,High,Yes
TXN-000410,VEND-0109,Project Management,Southern,RFQ,5466.66,5900.0,258,258,2,15,1,1,0,0,0,0.0,27,0,1,0,1.0793,433.34,0,0.0,0,0,0,0,0,0,0,0.0,1,30,Medium,No
TXN-000411,VEND-0116,Operations,Central,Open Tender,36217.74,34820.87,409,354,1,26,1,1,0,0,2,5256.41,5,0,0,1,0.9614,-1396.87,55,0.1554,0,0,1,0,0,0,0,0.1451,0,50,High,Yes
TXN-000412,VEND-0060,Project Management,Southern,Direct Award,44553.42,51992.71,364,364,1,14,1,1,0,0,1,7403.45,20,0,0,0,1.167,7439.29,0,0.0,1,0,1,0,0,0,0,0.1662,1,45,Medium,No
TXN-000413,VEND-0019,Procurement,Sarawak,Open Tender,22322.12,21000.0,20,20,1,27,1,1,0,6,3,1236.48,0,0,1,0,0.9408,-1322.12,0,0.0,0,0,1,0,0,0,1,0.0554,0,45,Medium,No
TXN-000414,VEND-0056,Facilities,Central,Direct Award,14354.28,15928.1,140,140,1,14,1,1,0,0,0,0.0,23,0,0,0,1.1096,1573.82,0,0.0,1,0,1,0,0,0,0,0.0,1,45,Medium,No
TXN-000415,VEND-0116,Procurement,Central,RFQ,41128.34,36419.62,268,268,5,19,1,1,0,0,0,0.0,2,0,0,0,0.8855,-4708.72,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000416,VEND-0017,Project Management,Northern,RFQ,48040.48,43239.24,252,252,4,9,1,1,0,0,1,6087.85,1,0,0,0,0.9001,-4801.24,0,0.0,0,0,0,0,0,0,0,0.1267,0,0,Low,No
TXN-000417,VEND-0107,Corporate Services,Central,Open Tender,18255.6,15755.57,855,494,1,20,1,1,0,2,5,2725.35,7,0,0,0,0.8631,-2500.03,361,0.7308,0,0,1,0,0,0,1,0.1493,0,60,High,Yes
TXN-000418,VEND-0097,Corporate Services,Sabah,Direct Award,9743.02,8300.0,350,350,3,14,1,1,0,0,6,1685.92,20,0,1,0,0.8519,-1443.02,0,0.0,1,0,0,0,0,0,0,0.173,1,30,Medium,No
TXN-000419,VEND-0089,Procurement,Sarawak,Emergency Procurement,34829.33,31401.27,147,147,1,4,1,1,0,0,5,4845.59,12,0,0,0,0.9016,-3428.06,0,0.0,0,1,1,1,0,0,0,0.1391,0,40,Medium,No
TXN-000420,VEND-0074,Finance,East Coast,RFQ,25513.79,22000.0,132,132,1,2,1,1,0,0,1,3191.91,0,0,1,0,0.8623,-3513.79,0,0.0,0,0,1,1,0,0,0,0.1251,0,25,Medium,No
TXN-000421,VEND-0017,Finance,Central,Open Tender,96773.69,80534.86,248,248,2,24,1,1,0,0,1,3615.09,1,0,0,0,0.8322,-16238.83,0,0.0,0,0,0,0,0,0,0,0.0374,0,0,Low,No
TXN-000422,VEND-0112,Project Management,Southern,RFQ,12555.16,16000.0,757,440,4,5,1,1,1,5,0,0.0,1,0,1,1,1.2744,3444.84,317,0.7205,0,0,0,1,0,0,1,0.0,0,100,Critical,Yes
TXN-000423,VEND-0005,Procurement,Northern,Open Tender,28152.83,21291.4,541,485,8,18,1,1,0,2,4,1261.92,13,0,0,0,0.7563,-6861.43,56,0.1155,0,0,0,0,0,0,1,0.0448,0,40,Medium,No
TXN-000424,VEND-0103,IT,Central,RFQ,84813.27,82873.81,680,407,4,12,1,1,0,0,0,0.0,3,0,0,0,0.9771,-1939.46,273,0.6708,0,0,0,0,0,0,0,0.0,0,30,Medium,No
TXN-000425,VEND-0068,Project Management,Northern,Direct Award,16870.66,14988.51,371,371,1,13,0,1,0,0,1,579.12,2,0,0,0,0.8884,-1882.15,0,0.0,1,0,1,0,1,0,0,0.0343,0,35,Medium,No
TXN-000426,VEND-0097,Finance,Northern,Direct Award,5078.34,4094.57,341,341,1,14,1,1,0,0,0,0.0,85,0,0,0,0.8063,-983.77,0,0.0,1,0,1,0,0,0,0,0.0,1,30,Medium,No
TXN-000427,VEND-0062,Operations,Southern,Direct Award,34245.46,38000.0,50,50,1,12,1,1,0,2,0,0.0,0,0,1,0,1.1096,3754.54,0,0.0,1,0,1,0,0,0,1,0.0,0,55,High,Yes
TXN-000428,VEND-0029,Finance,Sarawak,RFQ,168297.71,145000.0,62,62,2,10,0,1,0,0,1,23086.09,1,0,1,0,0.8616,-23297.71,0,0.0,0,0,0,0,1,0,0,0.1372,0,20,Low,No
TXN-000429,VEND-0049,IT,East Coast,Panel Vendor,13525.66,10163.41,41,41,6,36,1,1,0,0,1,2377.45,8,0,0,0,0.7514,-3362.25,0,0.0,0,0,0,0,0,0,0,0.1758,0,0,Low,No
TXN-000430,VEND-0099,Facilities,Northern,Open Tender,334888.19,330000.0,308,308,7,42,1,1,0,0,1,34367.32,2,0,1,0,0.9854,-4888.19,0,0.0,0,0,0,0,0,0,0,0.1026,0,5,Low,No
TXN-000431,VEND-0008,Procurement,East Coast,RFQ,8683.59,8166.85,326,326,8,12,1,1,0,0,1,3355.24,14,0,0,0,0.9405,-516.74,0,0.0,0,0,0,0,0,0,0,0.3864,0,10,Low,No
TXN-000432,VEND-0050,Corporate Services,Central,Open Tender,63479.99,49378.19,69,69,5,50,1,1,0,0,0,0.0,6,0,0,0,0.7779,-14101.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000433,VEND-0009,IT,Southern,Open Tender,44650.64,38058.69,89,72,3,39,1,1,0,0,0,0.0,18,0,0,0,0.8524,-6591.95,17,0.2361,0,0,0,0,0,0,0,0.0,1,25,Medium,No
TXN-000434,VEND-0028,Operations,East Coast,Panel Vendor,15051.35,14041.94,313,313,6,34,1,1,0,0,2,2411.16,11,0,0,0,0.9329,-1009.41,0,0.0,0,0,0,0,0,0,0,0.1602,0,0,Low,No
TXN-000435,VEND-0002,Finance,Central,RFQ,310639.48,250773.97,212,212,2,5,1,1,0,0,0,0.0,7,0,0,0,0.8073,-59865.51,0,0.0,0,0,0,1,0,0,0,0.0,0,10,Low,No
TXN-000436,VEND-0026,Project Management,Northern,Direct Award,36647.55,36405.72,273,273,1,8,1,1,0,0,1,5998.97,6,0,0,1,0.9934,-241.83,0,0.0,1,0,1,0,0,0,0,0.1637,0,40,Medium,No
TXN-000437,VEND-0110,Procurement,Central,Open Tender,17599.31,15000.0,172,172,2,46,1,1,0,0,0,0.0,0,0,1,0,0.8523,-2599.31,0,0.0,0,0,0,0,0,0,0,0.0,0,5,Low,No
TXN-000438,VEND-0038,Procurement,Northern,Direct Award,106121.11,143933.69,156,121,1,3,1,1,0,0,5,14476.39,10,1,0,1,1.3563,37812.58,35,0.2893,1,0,1,1,0,0,0,0.1364,0,100,Critical,Yes
TXN-000439,VEND-0046,Procurement,Northern,RFQ,79340.89,100952.79,77,67,3,19,1,1,0,0,6,11661.81,21,0,0,0,1.2724,21611.9,10,0.1493,0,0,0,0,0,0,0,0.147,1,65,High,Yes
TXN-000440,VEND-0091,Project Management,Central,Panel Vendor,9755.24,7186.39,124,124,8,15,0,1,0,0,2,1190.34,15,0,0,0,0.7367,-2568.85,0,0.0,0,0,0,0,1,0,0,0.122,1,20,Low,No
TXN-000441,VEND-0091,Operations,Southern,Open Tender,128229.33,115000.0,345,345,8,50,1,1,0,0,1,19967.27,3,0,1,0,0.8968,-13229.33,0,0.0,0,0,0,0,0,0,0,0.1557,0,5,Low,No
TXN-000442,VEND-0070,Procurement,Central,Open Tender,5912.84,8200.9,203,203,5,32,1,1,0,1,0,0.0,14,0,0,0,1.387,2288.06,0,0.0,0,0,0,0,0,0,1,0.0,0,40,Medium,No
TXN-000443,VEND-0119,Finance,Southern,Direct Award,128511.32,99621.62,432,408,1,12,0,1,0,1,0,0.0,9,0,0,0,0.7752,-28889.7,24,0.0588,1,0,1,0,1,0,1,0.0,0,65,High,Yes
TXN-000444,VEND-0063,Facilities,Sabah,Open Tender,3257.5,2800.0,69,69,7,34,1,1,0,2,1,107.25,12,0,1,0,0.8596,-457.5,0,0.0,0,0,0,0,0,0,1,0.0329,0,15,Low,No
TXN-000445,VEND-0119,Corporate Services,Central,Open Tender,18829.73,13927.36,106,106,2,44,1,1,0,0,0,0.0,3,0,0,0,0.7396,-4902.37,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000446,VEND-0052,Operations,Central,Direct Award,65538.62,50730.82,7,7,1,12,1,1,0,0,2,3350.71,0,0,0,1,0.7741,-14807.8,0,0.0,1,0,1,0,0,0,0,0.0511,0,40,Medium,No
TXN-000447,VEND-0027,Corporate Services,Southern,RFQ,25130.89,26561.39,461,461,5,11,1,1,0,0,1,565.11,5,0,0,0,1.0569,1430.5,0,0.0,0,0,0,0,0,0,0,0.0225,0,20,Low,No
TXN-000448,VEND-0001,IT,Sabah,Emergency Procurement,20321.69,16713.99,178,178,1,1,1,1,0,0,3,1910.11,19,0,0,0,0.8225,-3607.7,0,0.0,0,1,1,1,0,0,0,0.094,1,45,Medium,No
TXN-000449,VEND-0106,Finance,Sarawak,RFQ,41185.13,35657.01,117,117,7,20,1,1,0,0,0,0.0,9,0,0,0,0.8658,-5528.12,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000450,VEND-0001,Operations,Central,RFQ,98125.18,84283.9,336,250,2,11,1,1,0,0,1,16178.33,4,0,0,0,0.8589,-13841.28,86,0.344,0,0,0,0,0,0,0,0.1649,0,30,Medium,No
TXN-000451,VEND-0008,Operations,Sabah,Open Tender,21678.72,20212.22,225,225,5,51,1,1,0,0,2,2640.49,6,0,0,0,0.9324,-1466.5,0,0.0,0,0,0,0,0,0,0,0.1218,0,0,Low,No
TXN-000452,VEND-0076,Operations,Sarawak,RFQ,29771.4,24338.19,439,439,4,21,1,1,0,0,2,2464.01,6,0,0,0,0.8175,-5433.21,0,0.0,0,0,0,0,0,0,0,0.0828,0,0,Low,No
TXN-000453,VEND-0070,Operations,Sarawak,Open Tender,299986.01,273744.43,463,428,7,15,1,1,0,0,0,0.0,2,0,0,1,0.9125,-26241.58,35,0.0818,0,0,0,0,0,0,0,0.0,0,40,Medium,No
TXN-000454,VEND-0054,Operations,Sabah,Panel Vendor,19665.96,18911.46,204,204,3,38,1,1,0,0,1,2688.33,12,0,0,0,0.9616,-754.5,0,0.0,0,0,0,0,0,0,0,0.1367,0,0,Low,No
TXN-000455,VEND-0042,Finance,Sarawak,Emergency Procurement,37857.02,30499.75,20,20,1,1,1,1,0,0,1,3565.77,8,0,0,0,0.8057,-7357.27,0,0.0,0,1,1,1,0,0,0,0.0942,0,30,Medium,No
TXN-000456,VEND-0089,Operations,Southern,Open Tender,119728.67,140000.0,224,224,1,4,1,1,0,2,1,17508.97,16,0,1,0,1.1693,20271.33,0,0.0,0,0,1,1,0,0,1,0.1462,1,60,High,Yes
TXN-000457,VEND-0043,Procurement,Central,Panel Vendor,11913.97,8800.0,193,193,4,29,1,1,0,0,0,0.0,1,0,1,1,0.7386,-3113.97,0,0.0,0,0,0,0,0,0,0,0.0,0,25,Medium,No
TXN-000458,VEND-0065,IT,Northern,RFQ,60969.53,52589.14,399,399,8,17,1,1,0,0,0,0.0,6,0,0,0,0.8625,-8380.39,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000459,VEND-0076,Operations,Sabah,Direct Award,14364.05,11363.89,246,246,3,8,1,1,0,4,1,319.74,6,0,0,0,0.7911,-3000.16,0,0.0,1,0,0,0,0,0,1,0.0223,0,30,Medium,No
TXN-000460,VEND-0070,Facilities,Sarawak,Open Tender,72544.8,58330.89,345,345,7,54,1,1,0,0,0,0.0,4,0,0,0,0.8041,-14213.91,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000461,VEND-0119,Operations,Central,Emergency Procurement,167956.29,150015.79,33,33,1,1,1,1,0,0,0,0.0,6,0,0,0,0.8932,-17940.5,0,0.0,0,1,1,1,0,0,0,0.0,0,30,Medium,No
TXN-000462,VEND-0072,Project Management,East Coast,RFQ,22254.87,19118.07,388,388,6,21,1,1,0,0,0,0.0,2,0,0,0,0.8591,-3136.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000463,VEND-0070,Procurement,Northern,Emergency Procurement,7219.4,6170.77,438,358,1,5,1,1,0,0,2,2176.68,16,0,0,0,0.8547,-1048.63,80,0.2235,0,1,1,1,0,0,0,0.3015,1,65,High,Yes
TXN-000464,VEND-0058,Procurement,East Coast,Open Tender,63847.8,86000.0,384,384,1,19,1,1,0,0,0,0.0,2,0,1,0,1.347,22152.2,0,0.0,0,0,1,0,0,0,0,0.0,0,45,Medium,No
TXN-000465,VEND-0021,IT,Central,RFQ,8464.67,7300.0,473,473,8,18,1,0,0,0,0,0.0,1,0,1,0,0.8624,-1164.67,0,0.0,0,0,0,0,0,1,0,0.0,0,25,Medium,No
TXN-000466,VEND-0116,Corporate Services,Central,Direct Award,7881.17,7649.81,331,331,1,13,1,1,0,0,6,730.49,1,0,0,0,0.9706,-231.36,0,0.0,1,0,1,0,0,0,0,0.0927,0,30,Medium,No
TXN-000467,VEND-0010,IT,Northern,Open Tender,2103.31,2400.0,159,159,3,28,1,1,0,0,5,524.68,6,0,1,1,1.1411,296.69,0,0.0,0,0,0,0,0,0,0,0.2495,0,65,High,Yes
TXN-000468,VEND-0007,Operations,Southern,Open Tender,21000.46,19104.44,417,417,5,45,1,1,0,0,0,0.0,12,0,0,0,0.9097,-1896.02,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000469,VEND-0079,Facilities,East Coast,Open Tender,21344.95,20521.97,461,461,2,59,1,1,0,0,1,472.37,10,0,0,0,0.9614,-822.98,0,0.0,0,0,0,0,0,0,0,0.0221,0,0,Low,No
TXN-000470,VEND-0115,Procurement,Southern,Direct Award,45910.81,48454.11,222,222,1,2,0,1,0,0,0,0.0,19,0,0,0,1.0554,2543.3,0,0.0,1,0,1,1,1,0,0,0.0,1,70,High,Yes
TXN-000471,VEND-0007,Project Management,Central,Open Tender,24529.01,25636.98,543,326,8,48,1,1,0,0,3,5420.19,57,1,0,1,1.0452,1107.97,217,0.6656,0,0,0,0,0,0,0,0.221,1,100,Critical,Yes
TXN-000472,VEND-0031,Finance,Central,Open Tender,41175.02,46067.39,12,12,3,29,1,1,0,0,0,0.0,26,0,0,0,1.1188,4892.37,0,0.0,0,0,0,0,0,0,0,0.0,1,25,Medium,No
TXN-000473,VEND-0038,Operations,Southern,Direct Award,14847.77,14186.81,427,427,1,13,1,1,0,0,6,2458.57,1,0,0,0,0.9555,-660.96,0,0.0,1,0,1,0,0,0,0,0.1656,0,30,Medium,No
TXN-000474,VEND-0105,Facilities,East Coast,Direct Award,29230.98,33259.82,175,145,1,14,1,1,0,0,6,3108.81,8,0,0,0,1.1378,4028.84,30,0.2069,1,0,1,0,0,0,0,0.1064,0,70,High,Yes
TXN-000475,VEND-0036,Procurement,East Coast,Open Tender,71796.61,82688.44,105,105,6,27,1,1,0,0,0,0.0,9,0,0,1,1.1517,10891.83,0,0.0,0,0,0,0,0,0,0,0.0,0,40,Medium,No
TXN-000476,VEND-0085,IT,Northern,Direct Award,18275.34,18937.47,352,220,1,9,0,1,0,0,3,1006.51,64,0,0,0,1.0362,662.13,132,0.6,1,0,1,0,1,0,0,0.0551,1,100,Critical,Yes
TXN-000477,VEND-0113,Procurement,Southern,RFQ,11551.58,10363.84,272,272,7,15,1,1,0,0,0,0.0,9,0,0,0,0.8972,-1187.74,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
